Family	!	Scientific Name	Author	Reference	Date
"Orchidaceae"	""	"Rhyncholaelia digbyana var. digbyana"	""	" "	""
"Orchidaceae"	""	"Rhyncholaelia glauca"	"(Lindl.) Schltr."	"Beih. Bot. Centralbl., Abt. 2 36(3): 477"	"1918"
"Fabaceae"	"!!"	"Rhynchosia"	"Lour."	"Fl. Cochinch. 2: 425 [as Phynchosia], 460"	"1790"
"Fabaceae"	"!"	"Rhynchosia amabilis"	"Grear"	"Mem. New York Bot. Gard. 31(1): 56–58, f. 14"	"1978"
"Fabaceae"	"!"	"Rhynchosia americana"	"(Mill.) Metz"	"Cath. Univ. Amer., Biol. Ser. 16: 126–127"	"1934"
"Fabaceae"	"!"	"Rhynchosia caribaea"	"(Jacq.) DC."	"Prodr. 2: 384–385"	"1825"
"Fabaceae"	""	"Rhynchosia delicatula"	"O. Téllez & M. Sousa"	"Novon 10(3): 257–259, f. 1"	"2000"
"Fabaceae"	"!"	"Rhynchosia difformis"	"(Elliott) DC."	"Prodr. 2: 384"	"1825"
"Fabaceae"	"!"	"Rhynchosia discolor"	"M. Martens & Galeotti"	"Bull. Acad. Roy. Sci. Bruxelles 10(2): 199"	"1843"
"Fabaceae"	"!"	"Rhynchosia diversifolia"	"Micheli"	"Mém. Soc. Phys. Genève 28(7): 33"	"1883"
"Fabaceae"	"!"	"Rhynchosia edulis"	"Griseb."	"Abh. Königl. Ges. Wiss. Göttingen 19: 123–124"	"1874"
"Fabaceae"	""	"Rhynchosia elisae"	"O. Téllez"	"Contr. Univ. Michigan Herb. 20: 235, f. 3"	"1995"
"Fabaceae"	"!"	"Rhynchosia erythrinoides"	"Schltdl. & Cham."	"Linnaea 5: 587"	"1830"
"Fabaceae"	"!"	"Rhynchosia latifolia"	"Nutt. ex Torr. & A. Gray"	"Fl. N. Amer. 1(2): 285"	"1838"
"Fabaceae"	""	"Rhynchosia longeracemosa"	"M. Martens & Galeotti"	"Bull. Acad. Roy. Sci. Bruxelles 10(2): 198–199"	"1843"
"Fabaceae"	"!"	"Rhynchosia macrocarpa"	"Benth."	"Pl. Hartw. 11"	"1839"
"Fabaceae"	"!"	"Rhynchosia minima"	"(L.) DC."	"Prodr. 2: 385"	"1825"
"Fabaceae"	"!"	"Rhynchosia monticola"	"Grear"	"Mem. New York Bot. Gard. 31(1): 92–94, f. 24"	"1978"
"Fabaceae"	"!"	"Rhynchosia nelsonii"	"(Rose) Grear"	"Mem. New York Bot. Gard. 31(1): 99"	"1978"
"Fabaceae"	"!"	"Rhynchosia phaseoloides"	"(Sw.) DC."	"Prodr. 2: 385"	"1825"
"Fabaceae"	"!"	"Rhynchosia potosina"	"Brandegee"	"Univ. Calif. Publ. Bot. 4(11): 181"	"1911"
"Fabaceae"	"!"	"Rhynchosia precatoria"	"DC."	"Prodr. 2: 385"	"1825"
"Fabaceae"	"!"	"Rhynchosia pringlei"	"Rose"	"Contr. U.S. Natl. Herb. 3(5): 316"	"1895"
"Fabaceae"	"!"	"Rhynchosia prostrata"	"Brandegee"	"Zoë 5(11): 246"	"1908"
"Fabaceae"	"!"	"Rhynchosia pyramidalis"	"(Lam.) Urb."	"Repert. Spec. Nov. Regni Veg. 15: 318"	"1918"
"Fabaceae"	"!"	"Rhynchosia quercetorum"	"Standl."	"Publ. Field Mus. Nat. Hist., Bot. Ser. 18(2): 555"	"1937"
"Fabaceae"	"!"	"Rhynchosia reticulata"	"(Sw.) DC."	"Prodr. 2: 385"	"1825"
"Fabaceae"	""	"Rhynchosia rosaurae"	"Rzed."	"Phytoneuron 2017(49): 1–3, f. 1A–J"	"2017"
"Fabaceae"	"!"	"Rhynchosia senna"	"Gillies ex Hook. & Arn."	"Bot. Misc. 3: 199–200"	"1833"
